Name,Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Email,Phone Number
 bob ,35.0,70000.0,Male,IT,Clerk,"April 5, 2018",A,,123-456-7890
 grace ,25.0,70000.0,Male,Sales,Manager,01/15/2020,D,,555-555-5555
 david ,40.0,65000.0,Other,Finance,Assistant,2020/02/20,A,,
 jack ,35.0,50000.0,Other,HR,Director,2020/02/20,A,name@company.org,098-765-4321
 bob ,35.0,50000.0,Female,Marketing,Analyst,2020/02/20,D,, 
 ivy ,50.0,70000.0,Male,Sales,Director,01/15/2020,B,,555-555-5555
 eve ,25.0,65000.0,Male,HR,Assistant,03-25-2019,B,email@example.com,555-555-5555
 ivy ,35.0,70000.0,Other,IT,Director,03-25-2019,D,name@company.org, 
 david ,35.0,55000.0,Other,Finance,Analyst,01/15/2020,F,email@example.com,555-555-5555
 jack ,50.0,,Female,Sales,Director,"April 5, 2018",B,,098-765-4321
 eve ,40.0,65000.0,Male,IT,Assistant,2020/02/20,F,,555-555-5555
 ivy ,40.0,55000.0,Male,Sales,Assistant,03-25-2019,A,,098-765-4321
 hannah ,25.0,65000.0,Female,IT,Director,2020/02/20,B,, 
 charlie ,25.0,65000.0,Male,Finance,Director,2019.12.01,B,user@domain.com,
 charlie ,50.0,60000.0,Male,Marketing,Clerk,"April 5, 2018",F,,
 david ,40.0,50000.0,Male,IT,Assistant,2019.12.01,B,,
 alice ,35.0,65000.0,Female,IT,Clerk,2019.12.01,D,name@company.org, 
 grace ,25.0,70000.0,Male,Marketing,Director,01/15/2020,D,email@example.com,123-456-7890
 hannah ,35.0,,Female,Finance,Analyst,03-25-2019,F,name@company.org,
 grace ,35.0,55000.0,Male,Sales,Director,01/15/2020,A,name@company.org,
 alice ,40.0,55000.0,Other,IT,Clerk,2019.12.01,C,, 
 grace ,25.0,70000.0,Other,IT,Assistant,2019.12.01,B,,555-555-5555
 grace ,35.0,50000.0,Other,Finance,Director,"April 5, 2018",F,user@domain.com, 
 ivy ,25.0,50000.0,Female,IT,Assistant,03-25-2019,B,email@example.com,
 alice ,25.0,50000.0,Female,Sales,Analyst,01/15/2020,B,email@example.com,098-765-4321
 david ,25.0,55000.0,Male,Finance,Director,"April 5, 2018",D,user@domain.com,123-456-7890
 ivy ,40.0,65000.0,Male,Marketing,Assistant,2020/02/20,B,,123-456-7890
 frank ,35.0,70000.0,Female,Marketing,Director,03-25-2019,F,name@company.org,123-456-7890
 charlie ,35.0,50000.0,Other,HR,Clerk,01/15/2020,C,,098-765-4321
 ivy ,50.0,55000.0,Other,HR,Clerk,"April 5, 2018",C,email@example.com,123-456-7890
 charlie ,35.0,65000.0,Other,HR,Director,2019.12.01,D,name@company.org,098-765-4321
 ivy ,40.0,70000.0,Male,Sales,Assistant,"April 5, 2018",F,,123-456-7890
 charlie ,50.0,55000.0,Other,HR,Assistant,"April 5, 2018",B,email@example.com,
 jack ,40.0,60000.0,Male,IT,Manager,03-25-2019,C,name@company.org,123-456-7890
 eve ,40.0,50000.0,Female,Sales,Clerk,2020/02/20,B,,555-555-5555
 ivy ,40.0,65000.0,Other,Finance,Manager,2019.12.01,A,,555-555-5555
 david ,40.0,70000.0,Male,Sales,Assistant,01/15/2020,C,user@domain.com,098-765-4321
 eve ,25.0,60000.0,Male,Marketing,Manager,2019.12.01,A,,098-765-4321
 eve ,40.0,65000.0,Female,Finance,Analyst,01/15/2020,F,,123-456-7890
 grace ,50.0,50000.0,Female,Marketing,Analyst,"April 5, 2018",C,email@example.com,555-555-5555
 ivy ,40.0,70000.0,Male,Sales,Director,01/15/2020,F,email@example.com, 
 grace ,35.0,70000.0,Female,HR,Assistant,2019.12.01,D,user@domain.com,555-555-5555
 jack ,35.0,60000.0,Male,Marketing,Director,03-25-2019,B,email@example.com,098-765-4321
 grace ,35.0,70000.0,Male,Finance,Assistant,2019.12.01,F,user@domain.com,123-456-7890
 jack ,40.0,60000.0,Male,IT,Director,01/15/2020,A,, 
 eve ,40.0,60000.0,Male,HR,Assistant,2020/02/20,B,name@company.org,123-456-7890
 charlie ,25.0,50000.0,Male,Sales,Analyst,2019.12.01,B,,
 grace ,50.0,70000.0,Female,Sales,Director,"April 5, 2018",F,name@company.org,555-555-5555
 bob ,35.0,65000.0,Other,IT,Analyst,03-25-2019,D,user@domain.com,555-555-5555
 jack ,25.0,55000.0,Other,HR,Analyst,01/15/2020,F,,123-456-7890
 jack ,35.0,,Male,Sales,Assistant,"April 5, 2018",F,user@domain.com,123-456-7890
 alice ,35.0,65000.0,Female,Sales,Clerk,2019.12.01,A,email@example.com,
 frank ,25.0,60000.0,Other,Marketing,Analyst,03-25-2019,F,user@domain.com,555-555-5555
 grace ,40.0,65000.0,Female,IT,Clerk,01/15/2020,D,,123-456-7890
 hannah ,35.0,60000.0,Male,HR,Manager,2019.12.01,F,name@company.org, 
 jack ,40.0,60000.0,Other,IT,Director,2019.12.01,A,user@domain.com,555-555-5555
 ivy ,25.0,65000.0,Female,IT,Director,2020/02/20,A,email@example.com,
 bob ,40.0,60000.0,Male,HR,Clerk,2020/02/20,A,, 
 eve ,35.0,70000.0,Other,Sales,Clerk,2020/02/20,F,name@company.org, 
 eve ,50.0,70000.0,Male,HR,Assistant,03-25-2019,B,,123-456-7890
 charlie ,40.0,,Male,Sales,Analyst,2019.12.01,C,email@example.com,
 hannah ,35.0,55000.0,Female,Finance,Analyst,2020/02/20,A,user@domain.com,123-456-7890
 alice ,40.0,,Female,HR,Assistant,01/15/2020,C,name@company.org,098-765-4321
 david ,25.0,50000.0,Male,IT,Director,01/15/2020,D,name@company.org,123-456-7890
 alice ,35.0,50000.0,Other,HR,Clerk,03-25-2019,F,, 
 david ,35.0,55000.0,Female,HR,Director,03-25-2019,B,user@domain.com,123-456-7890
 david ,40.0,60000.0,Other,HR,Assistant,01/15/2020,D,user@domain.com,555-555-5555
 frank ,50.0,50000.0,Other,Sales,Analyst,01/15/2020,A,name@company.org,
 jack ,50.0,,Male,Sales,Manager,2020/02/20,A,user@domain.com,098-765-4321
 jack ,40.0,50000.0,Female,HR,Clerk,2020/02/20,A,user@domain.com,123-456-7890
 charlie ,40.0,50000.0,Other,Sales,Assistant,"April 5, 2018",F,user@domain.com,098-765-4321
 bob ,40.0,,Other,Marketing,Director,01/15/2020,B,,555-555-5555
 jack ,50.0,55000.0,Male,IT,Analyst,01/15/2020,B,name@company.org, 
 david ,35.0,55000.0,Other,HR,Analyst,2020/02/20,D,name@company.org,555-555-5555
 hannah ,25.0,70000.0,Female,HR,Analyst,03-25-2019,A,,098-765-4321
 ivy ,25.0,65000.0,Male,Finance,Assistant,2020/02/20,F,user@domain.com,123-456-7890
 grace ,25.0,65000.0,Other,IT,Assistant,03-25-2019,C,email@example.com,
 ivy ,40.0,,Other,IT,Clerk,03-25-2019,F,email@example.com,123-456-7890
 alice ,35.0,70000.0,Female,Marketing,Analyst,"April 5, 2018",B,name@company.org,555-555-5555
 ivy ,50.0,70000.0,Other,Finance,Clerk,01/15/2020,B,user@domain.com,098-765-4321
 hannah ,35.0,65000.0,Other,Marketing,Clerk,03-25-2019,B,name@company.org,555-555-5555
 alice ,50.0,55000.0,Other,IT,Director,2020/02/20,B,,098-765-4321
 eve ,25.0,55000.0,Other,IT,Assistant,2020/02/20,D,,123-456-7890
 frank ,50.0,50000.0,Male,Marketing,Manager,01/15/2020,A,name@company.org, 
 eve ,40.0,60000.0,Male,Finance,Analyst,"April 5, 2018",A,email@example.com,123-456-7890
 eve ,40.0,,Male,Sales,Manager,2020/02/20,A,,555-555-5555
 david ,50.0,65000.0,Male,HR,Analyst,01/15/2020,C,user@domain.com,555-555-5555
 ivy ,35.0,,Other,IT,Analyst,2019.12.01,C,,
 alice ,25.0,65000.0,Other,HR,Assistant,01/15/2020,C,email@example.com,098-765-4321
 eve ,50.0,65000.0,Male,IT,Manager,01/15/2020,F,,098-765-4321
 frank ,25.0,60000.0,Other,IT,Director,01/15/2020,B,name@company.org,
 charlie ,50.0,50000.0,Male,Sales,Analyst,01/15/2020,A,user@domain.com,098-765-4321
 grace ,25.0,70000.0,Other,HR,Director,2020/02/20,B,,098-765-4321
 ivy ,50.0,60000.0,Other,IT,Director,01/15/2020,C,name@company.org,098-765-4321
 hannah ,35.0,,Female,Sales,Assistant,01/15/2020,D,user@domain.com, 
 eve ,50.0,50000.0,Other,Sales,Clerk,01/15/2020,C,email@example.com,123-456-7890
 hannah ,40.0,55000.0,Other,Sales,Manager,2019.12.01,A,email@example.com,123-456-7890
 jack ,35.0,,Female,Sales,Manager,03-25-2019,A,user@domain.com,098-765-4321
 hannah ,35.0,70000.0,Female,Sales,Analyst,2019.12.01,B,email@example.com, 
 bob ,40.0,,Female,HR,Manager,2020/02/20,D,,
 ivy ,40.0,65000.0,Other,IT,Analyst,2020/02/20,F,, 
 david ,35.0,60000.0,Female,HR,Manager,2019.12.01,C,,123-456-7890
 frank ,25.0,,Male,Sales,Analyst,01/15/2020,F,email@example.com,123-456-7890
 alice ,50.0,,Female,HR,Manager,2020/02/20,B,user@domain.com,123-456-7890
 ivy ,35.0,60000.0,Other,HR,Analyst,2020/02/20,C,email@example.com,123-456-7890
 alice ,35.0,50000.0,Other,HR,Assistant,"April 5, 2018",B,,123-456-7890
 frank ,50.0,70000.0,Male,Sales,Clerk,01/15/2020,B,email@example.com,123-456-7890
 charlie ,40.0,55000.0,Female,Sales,Assistant,01/15/2020,C,name@company.org,123-456-7890
 ivy ,25.0,70000.0,Other,Finance,Analyst,"April 5, 2018",A,,098-765-4321
 bob ,35.0,65000.0,Male,IT,Manager,2020/02/20,B,,555-555-5555
 jack ,40.0,60000.0,Male,Marketing,Analyst,03-25-2019,A,email@example.com,123-456-7890
 hannah ,25.0,55000.0,Male,HR,Director,"April 5, 2018",F,,555-555-5555
 bob ,40.0,60000.0,Male,Marketing,Assistant,03-25-2019,B,name@company.org,
 eve ,40.0,65000.0,Other,HR,Director,"April 5, 2018",A,user@domain.com,555-555-5555
 grace ,35.0,70000.0,Male,HR,Assistant,01/15/2020,D,, 
 frank ,50.0,70000.0,Male,HR,Director,"April 5, 2018",F,user@domain.com,123-456-7890
 bob ,50.0,50000.0,Male,Marketing,Director,03-25-2019,D,,
 alice ,35.0,60000.0,Other,Finance,Analyst,2020/02/20,F,,
 eve ,35.0,,Female,HR,Analyst,"April 5, 2018",A,user@domain.com, 
 jack ,35.0,60000.0,Other,Sales,Analyst,2020/02/20,D,email@example.com,123-456-7890
 ivy ,25.0,70000.0,Other,Finance,Assistant,01/15/2020,C,name@company.org,123-456-7890
 frank ,50.0,,Male,Finance,Assistant,2020/02/20,D,user@domain.com,
 bob ,40.0,70000.0,Female,Sales,Director,01/15/2020,B,,098-765-4321
 ivy ,40.0,55000.0,Female,Finance,Assistant,2020/02/20,C,user@domain.com,555-555-5555
 charlie ,40.0,55000.0,Other,Finance,Manager,2019.12.01,A,,555-555-5555
 alice ,35.0,50000.0,Female,Sales,Manager,03-25-2019,F,,123-456-7890
 grace ,50.0,70000.0,Other,IT,Assistant,01/15/2020,C,email@example.com,
 frank ,35.0,60000.0,Other,Finance,Assistant,2020/02/20,F,,123-456-7890
 alice ,25.0,50000.0,Female,IT,Analyst,03-25-2019,D,,098-765-4321
 eve ,40.0,65000.0,Male,Marketing,Clerk,01/15/2020,F,, 
 eve ,35.0,60000.0,Male,HR,Director,"April 5, 2018",F,name@company.org,098-765-4321
 frank ,35.0,55000.0,Female,Marketing,Clerk,01/15/2020,D,,123-456-7890
 charlie ,25.0,55000.0,Male,Marketing,Clerk,"April 5, 2018",D,,555-555-5555
 eve ,50.0,55000.0,Other,HR,Director,03-25-2019,D,name@company.org,098-765-4321
 eve ,40.0,,Female,IT,Assistant,2020/02/20,B,user@domain.com,123-456-7890
 jack ,35.0,60000.0,Male,IT,Manager,03-25-2019,B,email@example.com,
 jack ,25.0,60000.0,Other,Sales,Director,"April 5, 2018",A,name@company.org,123-456-7890
 charlie ,25.0,55000.0,Female,Sales,Director,"April 5, 2018",B,name@company.org,123-456-7890
 alice ,35.0,65000.0,Female,IT,Assistant,01/15/2020,D,name@company.org,555-555-5555
 david ,50.0,,Male,Finance,Director,01/15/2020,B,user@domain.com, 
 alice ,25.0,55000.0,Other,Finance,Director,2020/02/20,F,email@example.com,098-765-4321
 alice ,25.0,55000.0,Other,Finance,Clerk,2020/02/20,A,email@example.com,555-555-5555
 hannah ,40.0,55000.0,Female,Finance,Assistant,2019.12.01,D,,
 bob ,40.0,,Other,Marketing,Clerk,"April 5, 2018",C,,123-456-7890
 hannah ,35.0,65000.0,Other,Finance,Clerk,"April 5, 2018",A,,555-555-5555
 grace ,50.0,50000.0,Other,Marketing,Manager,01/15/2020,A,email@example.com, 
 bob ,35.0,50000.0,Other,IT,Manager,2020/02/20,D,email@example.com, 
 frank ,40.0,55000.0,Other,Finance,Assistant,01/15/2020,C,name@company.org, 
 charlie ,40.0,50000.0,Male,Finance,Director,01/15/2020,C,user@domain.com,
 frank ,35.0,60000.0,Other,HR,Clerk,03-25-2019,C,email@example.com,123-456-7890
 ivy ,50.0,60000.0,Male,Marketing,Manager,"April 5, 2018",B,,
 alice ,25.0,70000.0,Male,IT,Director,2019.12.01,C,,
 grace ,50.0,55000.0,Female,Sales,Manager,2020/02/20,A,,123-456-7890
 eve ,50.0,65000.0,Male,HR,Analyst,03-25-2019,C,email@example.com, 
 eve ,25.0,70000.0,Male,Marketing,Director,2020/02/20,C,,555-555-5555
 bob ,50.0,65000.0,Male,HR,Director,"April 5, 2018",F,name@company.org,555-555-5555
 bob ,25.0,60000.0,Male,Sales,Manager,"April 5, 2018",F,email@example.com,555-555-5555
 frank ,50.0,55000.0,Male,IT,Assistant,01/15/2020,D,,555-555-5555
 bob ,25.0,70000.0,Female,Marketing,Assistant,2019.12.01,C,, 
 bob ,50.0,70000.0,Male,Finance,Clerk,"April 5, 2018",A,user@domain.com,555-555-5555
 charlie ,50.0,,Other,Sales,Director,2020/02/20,B,,
 bob ,40.0,70000.0,Other,Finance,Analyst,2019.12.01,B,email@example.com, 
 david ,40.0,55000.0,Female,Marketing,Clerk,"April 5, 2018",B,,098-765-4321
 frank ,35.0,,Female,Finance,Clerk,2020/02/20,A,user@domain.com,
 alice ,40.0,65000.0,Female,Marketing,Manager,2020/02/20,F,,555-555-5555
 hannah ,25.0,65000.0,Female,HR,Analyst,01/15/2020,F,,098-765-4321
 grace ,40.0,50000.0,Female,Marketing,Director,2019.12.01,B,,123-456-7890
 charlie ,50.0,65000.0,Female,IT,Manager,"April 5, 2018",A,,098-765-4321
 eve ,50.0,65000.0,Other,Finance,Director,"April 5, 2018",D,,
 david ,50.0,70000.0,Female,Sales,Assistant,"April 5, 2018",D,email@example.com,123-456-7890
 jack ,35.0,,Female,IT,Director,03-25-2019,B,user@domain.com,
 hannah ,40.0,60000.0,Other,Marketing,Clerk,03-25-2019,A,,
 alice ,25.0,70000.0,Male,IT,Manager,"April 5, 2018",A,email@example.com,555-555-5555
 jack ,25.0,55000.0,Other,Sales,Clerk,2020/02/20,F,, 
 david ,50.0,65000.0,Female,IT,Clerk,03-25-2019,B,,123-456-7890
 hannah ,25.0,,Other,Marketing,Director,2020/02/20,A,, 
 eve ,35.0,55000.0,Other,IT,Clerk,"April 5, 2018",B,, 
 bob ,50.0,,Female,Sales,Assistant,2019.12.01,F,,123-456-7890
 frank ,35.0,55000.0,Female,Sales,Assistant,2019.12.01,F,name@company.org, 
 eve ,25.0,60000.0,Female,Finance,Assistant,"April 5, 2018",D,email@example.com,555-555-5555
 bob ,25.0,65000.0,Female,Finance,Director,2020/02/20,B,name@company.org, 
 ivy ,25.0,60000.0,Other,Sales,Manager,"April 5, 2018",A,user@domain.com,098-765-4321
 grace ,50.0,50000.0,Male,Finance,Assistant,03-25-2019,A,,098-765-4321
 grace ,50.0,,Male,IT,Clerk,2019.12.01,D,user@domain.com,
 frank ,50.0,60000.0,Other,Marketing,Clerk,03-25-2019,C,user@domain.com,555-555-5555
 hannah ,25.0,65000.0,Male,Finance,Clerk,03-25-2019,B,,123-456-7890
 charlie ,25.0,70000.0,Female,IT,Manager,03-25-2019,B,, 
 bob ,25.0,60000.0,Female,Finance,Assistant,03-25-2019,D,email@example.com,123-456-7890
 jack ,25.0,70000.0,Male,IT,Director,03-25-2019,B,name@company.org,555-555-5555
 charlie ,25.0,65000.0,Other,IT,Director,2020/02/20,A,name@company.org, 
 charlie ,40.0,,Female,HR,Clerk,2019.12.01,A,email@example.com,098-765-4321
 eve ,50.0,50000.0,Male,HR,Clerk,2019.12.01,F,name@company.org, 
 eve ,25.0,50000.0,Female,Finance,Assistant,2019.12.01,D,,098-765-4321
 bob ,40.0,55000.0,Male,Finance,Analyst,01/15/2020,A,,098-765-4321
 eve ,50.0,60000.0,Other,Sales,Analyst,01/15/2020,F,name@company.org,123-456-7890
 alice ,50.0,60000.0,Male,Sales,Director,2019.12.01,B,email@example.com,123-456-7890
 ivy ,50.0,50000.0,Other,Sales,Manager,01/15/2020,F,email@example.com,
 jack ,25.0,,Other,Marketing,Analyst,"April 5, 2018",C,user@domain.com,098-765-4321
 ivy ,35.0,65000.0,Male,IT,Analyst,"April 5, 2018",B,user@domain.com,555-555-5555
 ivy ,40.0,65000.0,Other,Sales,Clerk,2020/02/20,D,name@company.org,123-456-7890
 frank ,35.0,60000.0,Male,Marketing,Clerk,01/15/2020,F,,123-456-7890
 hannah ,35.0,,Female,Marketing,Analyst,2020/02/20,C,,098-765-4321
 alice ,50.0,,Other,HR,Clerk,2020/02/20,B,,123-456-7890
 jack ,25.0,65000.0,Male,Marketing,Clerk,01/15/2020,A,name@company.org,
 david ,50.0,60000.0,Male,HR,Assistant,01/15/2020,F,name@company.org, 
 alice ,25.0,50000.0,Female,Sales,Manager,03-25-2019,A,user@domain.com,555-555-5555
 hannah ,25.0,55000.0,Other,Sales,Analyst,03-25-2019,B,email@example.com,
 frank ,50.0,55000.0,Male,IT,Assistant,2019.12.01,C,email@example.com,123-456-7890
 grace ,50.0,60000.0,Female,Finance,Director,2020/02/20,D,,098-765-4321
 hannah ,35.0,70000.0,Other,Sales,Assistant,2019.12.01,C,user@domain.com,
 bob ,35.0,60000.0,Other,Sales,Manager,01/15/2020,A,name@company.org, 
 charlie ,50.0,,Other,Finance,Assistant,2019.12.01,A,user@domain.com, 
 charlie ,50.0,70000.0,Male,Sales,Clerk,2020/02/20,D,, 
 bob ,35.0,50000.0,Other,Marketing,Director,01/15/2020,B,user@domain.com,098-765-4321
 jack ,25.0,60000.0,Male,Marketing,Director,2020/02/20,F,,555-555-5555
 charlie ,50.0,70000.0,Female,Finance,Manager,03-25-2019,B,user@domain.com, 
 ivy ,35.0,60000.0,Male,Sales,Director,03-25-2019,D,user@domain.com,123-456-7890
 eve ,50.0,60000.0,Other,Finance,Assistant,"April 5, 2018",C,,098-765-4321
 ivy ,40.0,60000.0,Female,Finance,Manager,2020/02/20,F,,098-765-4321
 alice ,25.0,70000.0,Male,Sales,Analyst,03-25-2019,C,user@domain.com,
 grace ,40.0,70000.0,Male,Sales,Clerk,"April 5, 2018",F,email@example.com, 
 frank ,35.0,70000.0,Female,HR,Assistant,2019.12.01,C,user@domain.com,
 ivy ,35.0,50000.0,Male,Marketing,Director,2020/02/20,A,, 
 alice ,50.0,70000.0,Other,Finance,Analyst,2019.12.01,F,email@example.com,
 ivy ,40.0,70000.0,Female,Sales,Clerk,"April 5, 2018",D,,
 david ,40.0,65000.0,Female,Finance,Manager,2019.12.01,B,user@domain.com,555-555-5555
 jack ,40.0,,Other,Finance,Analyst,2020/02/20,A,name@company.org,098-765-4321
 charlie ,35.0,55000.0,Male,Marketing,Manager,"April 5, 2018",B,name@company.org,098-765-4321
 david ,50.0,55000.0,Male,IT,Manager,2019.12.01,D,,555-555-5555
 bob ,35.0,50000.0,Male,Marketing,Clerk,"April 5, 2018",C,,098-765-4321
 hannah ,50.0,50000.0,Male,Finance,Assistant,2020/02/20,B,user@domain.com,555-555-5555
 hannah ,40.0,65000.0,Other,IT,Manager,"April 5, 2018",B,email@example.com,
 alice ,25.0,,Female,Finance,Clerk,01/15/2020,B,user@domain.com,123-456-7890
 charlie ,35.0,50000.0,Male,Finance,Assistant,01/15/2020,F,user@domain.com,555-555-5555
 jack ,35.0,,Male,Sales,Director,2020/02/20,D,user@domain.com,555-555-5555
 frank ,35.0,65000.0,Female,IT,Clerk,"April 5, 2018",F,email@example.com, 
 david ,35.0,65000.0,Female,Finance,Analyst,2020/02/20,C,user@domain.com,123-456-7890
 jack ,40.0,50000.0,Male,HR,Clerk,2020/02/20,B,,123-456-7890
 bob ,40.0,65000.0,Male,Marketing,Director,01/15/2020,C,user@domain.com,
 hannah ,50.0,50000.0,Other,Sales,Assistant,03-25-2019,F,name@company.org, 
 frank ,25.0,65000.0,Male,Sales,Analyst,2020/02/20,D,user@domain.com, 
 ivy ,25.0,,Female,Finance,Analyst,2020/02/20,A,,098-765-4321
 alice ,50.0,65000.0,Male,IT,Manager,2019.12.01,A,name@company.org,
 eve ,40.0,55000.0,Other,IT,Analyst,2019.12.01,C,email@example.com,123-456-7890
 eve ,40.0,,Other,Finance,Manager,01/15/2020,A,email@example.com,555-555-5555
 frank ,40.0,60000.0,Male,Marketing,Analyst,2020/02/20,F,user@domain.com,555-555-5555
 grace ,50.0,,Male,Marketing,Clerk,"April 5, 2018",B,, 
 charlie ,25.0,,Male,Finance,Assistant,01/15/2020,B,user@domain.com,098-765-4321
 hannah ,35.0,65000.0,Male,Sales,Director,"April 5, 2018",F,email@example.com,123-456-7890
 eve ,25.0,50000.0,Female,Marketing,Assistant,2020/02/20,D,email@example.com,098-765-4321
 frank ,40.0,60000.0,Male,HR,Manager,01/15/2020,C,name@company.org,123-456-7890
 alice ,50.0,70000.0,Male,Sales,Analyst,01/15/2020,F,email@example.com, 
 frank ,35.0,55000.0,Female,Finance,Director,2020/02/20,D,name@company.org,123-456-7890
 charlie ,35.0,50000.0,Female,IT,Clerk,2020/02/20,F,name@company.org,123-456-7890
 bob ,50.0,,Female,Sales,Clerk,2019.12.01,A,name@company.org,555-555-5555
 hannah ,40.0,55000.0,Female,Marketing,Assistant,2020/02/20,B,,
 charlie ,35.0,65000.0,Male,HR,Assistant,03-25-2019,F,email@example.com, 
 eve ,40.0,70000.0,Other,Finance,Clerk,03-25-2019,D,user@domain.com,123-456-7890
 jack ,40.0,55000.0,Female,HR,Clerk,2019.12.01,C,,555-555-5555
 frank ,25.0,65000.0,Male,IT,Manager,2020/02/20,A,,123-456-7890
 david ,35.0,,Female,Finance,Analyst,2019.12.01,C,name@company.org,123-456-7890
 alice ,50.0,55000.0,Male,HR,Director,2020/02/20,F,user@domain.com,123-456-7890
 alice ,50.0,70000.0,Female,HR,Clerk,03-25-2019,A,,
 jack ,50.0,60000.0,Male,Sales,Assistant,2020/02/20,B,user@domain.com,098-765-4321
 eve ,40.0,70000.0,Other,Marketing,Manager,2020/02/20,A,user@domain.com,123-456-7890
 david ,40.0,50000.0,Male,IT,Analyst,"April 5, 2018",B,name@company.org, 
 charlie ,50.0,60000.0,Female,HR,Manager,01/15/2020,A,email@example.com,555-555-5555
 alice ,40.0,60000.0,Other,Finance,Assistant,2019.12.01,B,,555-555-5555
 frank ,25.0,50000.0,Female,Finance,Clerk,01/15/2020,B,user@domain.com,098-765-4321
 bob ,50.0,70000.0,Male,Marketing,Analyst,"April 5, 2018",B,user@domain.com,
 hannah ,50.0,65000.0,Female,Marketing,Assistant,2020/02/20,C,user@domain.com,098-765-4321
 eve ,40.0,70000.0,Other,Marketing,Assistant,2020/02/20,D,,
 grace ,50.0,50000.0,Female,IT,Analyst,2019.12.01,B,name@company.org,555-555-5555
 jack ,25.0,50000.0,Male,Sales,Analyst,03-25-2019,A,email@example.com, 
 bob ,50.0,65000.0,Female,Sales,Manager,01/15/2020,B,email@example.com,098-765-4321
 david ,25.0,55000.0,Other,HR,Analyst,"April 5, 2018",D,email@example.com,123-456-7890
 alice ,35.0,50000.0,Male,IT,Analyst,2020/02/20,C,, 
 eve ,25.0,,Male,Marketing,Analyst,2019.12.01,C,,555-555-5555
 ivy ,25.0,50000.0,Male,IT,Director,01/15/2020,B,name@company.org, 
 hannah ,35.0,70000.0,Other,Finance,Director,2019.12.01,F,, 
 frank ,40.0,55000.0,Male,Marketing,Analyst,2020/02/20,A,,
 grace ,40.0,65000.0,Female,Sales,Director,2019.12.01,B,email@example.com,098-765-4321
 charlie ,25.0,55000.0,Other,IT,Manager,03-25-2019,F,email@example.com, 
 bob ,40.0,,Other,Marketing,Analyst,2020/02/20,D,user@domain.com,123-456-7890
 eve ,35.0,50000.0,Other,Finance,Director,03-25-2019,B,name@company.org,
 ivy ,35.0,55000.0,Male,Finance,Clerk,2020/02/20,F,name@company.org,
 bob ,50.0,,Other,Finance,Manager,"April 5, 2018",B,,
 charlie ,50.0,,Male,Sales,Director,2020/02/20,C,email@example.com,098-765-4321
 alice ,40.0,55000.0,Male,Finance,Director,"April 5, 2018",B,,123-456-7890
 hannah ,50.0,70000.0,Other,Sales,Director,2019.12.01,B,,098-765-4321
 ivy ,25.0,70000.0,Other,IT,Analyst,2019.12.01,C,email@example.com,098-765-4321
 eve ,25.0,55000.0,Male,HR,Assistant,"April 5, 2018",A,user@domain.com,098-765-4321
 charlie ,40.0,,Male,HR,Director,2020/02/20,C,,123-456-7890
 eve ,35.0,55000.0,Female,Marketing,Analyst,2020/02/20,B,email@example.com,098-765-4321
 charlie ,25.0,55000.0,Male,Sales,Clerk,"April 5, 2018",D,,123-456-7890
 jack ,25.0,60000.0,Other,Marketing,Analyst,"April 5, 2018",D,,
 david ,50.0,70000.0,Other,HR,Assistant,01/15/2020,F,user@domain.com, 
 ivy ,25.0,,Male,Sales,Manager,2019.12.01,A,user@domain.com,098-765-4321
 bob ,35.0,65000.0,Other,Finance,Assistant,03-25-2019,D,,
 hannah ,40.0,60000.0,Male,Finance,Clerk,2020/02/20,F,,098-765-4321
 hannah ,40.0,55000.0,Female,IT,Analyst,"April 5, 2018",A,,
 hannah ,40.0,60000.0,Other,Marketing,Assistant,01/15/2020,D,email@example.com,098-765-4321
 charlie ,25.0,50000.0,Female,IT,Clerk,2019.12.01,F,,123-456-7890
 frank ,25.0,70000.0,Male,IT,Analyst,2020/02/20,B,user@domain.com,555-555-5555
 alice ,50.0,65000.0,Female,IT,Analyst,03-25-2019,A,user@domain.com,098-765-4321
 alice ,35.0,65000.0,Female,Marketing,Analyst,2019.12.01,F,user@domain.com,098-765-4321
 alice ,40.0,,Male,Sales,Assistant,01/15/2020,F,name@company.org,555-555-5555
 eve ,50.0,65000.0,Female,Sales,Manager,"April 5, 2018",C,name@company.org,555-555-5555
 hannah ,25.0,,Male,Marketing,Clerk,2019.12.01,F,,123-456-7890
 charlie ,40.0,60000.0,Other,Finance,Assistant,2019.12.01,C,user@domain.com,098-765-4321
 frank ,40.0,55000.0,Male,IT,Manager,2019.12.01,A,,098-765-4321
 frank ,25.0,65000.0,Other,Marketing,Manager,2019.12.01,C,email@example.com, 
 charlie ,35.0,55000.0,Other,HR,Analyst,01/15/2020,B,,555-555-5555
 grace ,50.0,50000.0,Other,Marketing,Director,03-25-2019,A,name@company.org,123-456-7890
 charlie ,40.0,55000.0,Other,Sales,Director,2019.12.01,C,email@example.com,555-555-5555
 hannah ,40.0,50000.0,Male,Sales,Director,03-25-2019,B,,123-456-7890
 jack ,35.0,,Male,Marketing,Analyst,2019.12.01,B,email@example.com, 
 david ,40.0,60000.0,Other,Sales,Director,"April 5, 2018",C,user@domain.com,
 alice ,25.0,65000.0,Female,IT,Clerk,2019.12.01,B,email@example.com,098-765-4321
 david ,25.0,50000.0,Female,Marketing,Analyst,2020/02/20,F,, 
